9781405281836	5	3.00
9781910254219	16	1.60
9781910254707	32	1.60
9781910254677	16	1.60
9781909342767	16	1.60
9781910254691	16	1.60
9780753722169	20	1.60
9780753722190	20	1.50
9780753722084	20	1.60
9781474864312	32	2.00
9781780552316	24	0.80
9781408356029	20	1.00
9783833159954	7	1.50
9780603568121	5	6.00
9781405255479	20	0.80
9780007811281	4	8.40
9781912714056	5	6.00
9781912714001	5	7.80
9781912714063	5	6.00
9781912714018	5	7.80
9781912714025	5	7.80
9781912714032	5	7.80
9781912714049	5	7.80
9781912714070	5	7.80
9781408350331	20	1.20
9781444936193	20	1.00
9781444936186	20	1.00
9781784044015	14	1.60
5012128450709	24	1.20
5012128435164	24	1.20
9781783252473	28	1.60
9781474860154	16	2.00
9781405291200	25	1.20
9781474822589	36	1.10
9781474858861	20	1.00
9781472394286	24	1.60
9781472390288	20	1.20
9781407166162	20	1.00
9781407165844	24	0.80
9781407162843	20	1.00
9781407162836	20	1.00
9781407164922	20	0.80
9781407163086	20	1.20
9781407165851	20	1.00
9781407165868	20	1.00
9781474854191	20	0.80
9781474876421	48	0.80
9781472361455	24	0.80
9781474826716	24	2.00
9781474852883	20	1.20
9781472382016	18	1.60
9781474836371	18	1.60
9781474852975	18	1.60
9781472382023	24	1.60
9781474806411	24	1.00
9781472349361	24	1.60
9781788107570	20	1.20
9781474831536	24	0.80
9781474898591	24	1.20
9781474868518	24	1.60
9781788109864	20	1.60
9781474827829	24	1.20
9781405291217	25	1.20
9781788100175	20	2.00
9781788100182	20	2.00
9781849417037	20	1.00
9781474814133	20	2.00
9781786701848	10	2.00
9781445491028	20	2.00
9781472325525	24	2.00
9781785577611	30	1.20
9781786708007	20	2.00
9781789050509	20	1.20
9781862336742	20	1.00
9781409154921	6	3.20
9781474868679	24	0.80
9781474836029	20	0.80
9781474868662	24	0.80
9781474860079	24	2.00
9781474854122	24	1.60
9781472342256	20	0.80
9780241330180	24	3.00
9781781313985	20	4.80
9781474883238	18	1.60
9785000327258	24	0.80
9781785574986	12	2.00
9780857075918	10	1.20
9780241224939	10	3.00
9781474857345	24	2.00
9781474893794	61	1.20
9781906417857	8	6.00
9781474898133	28	1.60
9781474892650	24	2.00
9781474836807	24	1.60
9781472394194	24	2.00
9781474898607	20	1.10
9781474891400	20	0.80
9781474876834	20	0.80
9781472394248	14	1.60
9781474898676	20	1.10
9781474853019	20	1.00
9781527004658	20	1.00
9781474883832	26	1.60
9781423183655	12	3.20
9781405279147	20	1.00
9780710522245	20	0.80
9781783704088	19	1.60
9781782968511	48	1.60
9781912013678	20	0.80
9781912013708	20	0.80
9781912013715	20	0.80
9781912013005	20	0.80
9781786708011	20	2.00
9780500516867	12	6.00
9781782436416	15	2.00
9781405291156	25	1.20
9781785575983	20	2.00
9781848695023	20	1.00
9781785575273	20	2.00
9780603573675	20	0.80
9780603573699	20	0.80
9780603573682	20	0.80
9780603573705	20	0.80
9780241281079	10	2.80
9781788109871	20	1.20
9781999950101	4	8.00
9781785711077	18	2.00
9781786703729	20	1.60
9781786706218	21	2.00
9780241007587	30	1.60
9780857206183	12	3.20
9781909242227	5	2.00
9781445441030	24	1.20
9780723298007	20	0.80
9780723297932	20	0.80
9780723298076	20	0.80
9780723297970	20	0.80
9780723298038	20	0.80
9780723298052	20	0.80
9781786170002	10	0.70
9781786170057	10	3.50
9781786170026	10	0.70
9781786170033	10	0.70
9781786170019	10	0.70
9781786170422	10	3.50
9781786174314	10	0.70
9781786176301	10	0.70
9781786174284	5	0.70
9781786174307	3	0.70
9781786171306	10	3.50
9781786176431	10	3.50
9781786174253	10	0.70
9781786170064	1	0.70
9781782096566	10	0.70
9781782096580	10	0.70
9781782096573	10	0.70
9781786170460	10	3.50
9781786176424	10	3.50
9781786172280	50	3.00
9781782092025	10	5.00
9781782091592	10	5.00
9781786174468	20	2.00
9780471965053	1	55.00
9781629631172	1	10.78
9780575113091	1	9.00
9781785864025	1	13.00
9781419720178	1	18.00
9780903056274	1	45.00
9783939767091	1	78.00
9781589484399	1	56.00
9781589485143	1	21.00
9781542377881	1	40.00
9780412633904	1	51.00
9781783501687	1	57.00
9780324178104	1	12.00
9780393246414	1	6.00
9781597260473	1	13.00
9781891853036	1	29.00
9780205459384	1	30.00
9780691011721	1	16.00
9787119046761	1	11.00
9780691613161	1	73.00
9780471815181	1	14.00
9783319145730	1	17.00
9783433031216	1	54.00
9780747262923	1	3.60
9780953084784	1	2.80
9781844547999	1	3.49
9781903854082	1	2.19
9781903402856	1	2.79
9780747258681	1	2.23
9781903854327	1	3.00
9781903854525	1	5.00
9781840183252	1	3.65
9781903854501	1	3.73
9781903854266	1	3.23
9780954854218	1	6.00
9781844544035	1	3.49
9781903854259	1	3.60
9781844540723	1	3.00
9781903854631	1	3.00
9781903854648	1	3.20
9781844542765	1	4.30
9780500810491	1	5.37
9780875845593	1	10.00
9780750638494	1	2.80
9780091746186	1	2.75
9781843107712	1	16.00
9781980736509	1	7.00
9780876391471	1	11.00
9780876391358	1	15.00
9781853027185	1	11.00
9780714874609	1	23.00
9781101965481	1	48.00
B000AY2K36	1	6.00
B000AY2K1S	1	6.00
B003ZJJHAM	1	9.00
9781440496028	1	10.48
9780743233835	1	13.00
9780674048133	1	5.84
B00M0DDDQ8	1	13.00
9781847396488	1	6.00
9781633693296	1	13.00
9781633694071	1	11.00
9781633693647	1	10.00
9781633693975	1	11.00
9781633696150	1	10.00
9781632866318	1	15.00
9780273750116	1	17.00
9780875846514	1	21.00
9781625274496	1	18.00
9783668745100	1	15.90
9780199249732	1	23.00
9780471115946	1	43.00
9781444710502	1	5.40
9780940780804	1	23.00
9780071841740	1	24.00
9780071498203	1	24.00
9781593703134	1	95.00
9781780648378	1	115.00
9780749939755	1	7.00
9781472139955	1	5.00
9781107622708	4	25.00
9781316637746	4	35.00
9781316634950	4	13.00
9781107495807	4	18.00
9781107400344	4	20.00
9781107402232	4	20.00
9781107560345	1	15.00
9781447959083	3	32.00
9781476714202	1	6.00
9781510415126	1	11.90
9781840224191	1	1.13
9781471890222	1	95.90
9781107661455	1	36.00
9780743206839	1	9.75
9781422184127	1	14.30
9780071822503	1	26.00
9780071462228	1	19.50
9781471146725	1	6.50
9780071477468	1	17.55
9780356501086	1	7.15
9780356501079	1	7.15
9781496387394	1	26.00
9781585037643	1	36.40
9781911077039	1	5.20
9781482220674	1	49.40
9781259922046	1	38.35
9781857150667	1	8.45
9781840225846	2	1.63
9780753819609	2	6.50
9780134546001	1	12.03
9781400077304	1	10.40
9780571276653	5	3.60
9780008307738	3	11.25
9780261102163	5	4.50
9781910389034	1	21.00
9781408154595	1	15.00
9781509808311	10	5.85
9781259640827	1	21.00
9781259587702	1	18.60
9780071843355	1	18.60
9780071848725	1	18.60
9780071839952	1	18.60
9781259585227	1	18.60
9780071825962	1	22.80
9780198355137	1	34.30
9780198332596	1	35.70
9780198307747	1	41.30
9780198307761	1	41.30
9780198307754	1	41.30
9780198398165	1	32.90
9780198422327	1	31.50
9780198421498	1	27.30
9780198354901	1	27.30
9780198392118	5	30.80
9780198390121	16	36.40
9780198390008	5	25.90
9780198389996	5	17.50
9780198390015	5	17.50
9780199129706	4	18.20
9780198389972	4	25.20
9780199129713	4	18.20
9780198390084	4	25.20
9780198393559	8	18.20
9780199129737	10	25.90
9780199129744	10	17.50
9780198377764	1	20.30
9780602575861	5	6.75
9780602575878	6	6.75
9780602575885	5	6.75
9781408278246	3	4.13
9781408278444	3	1.50
9781408278451	3	1.50
9780435155186	3	1.50
9781526431158	1	84.00
9781475702286	1	52.50
9783319070483	1	43.40
9789048186426	1	108.50
9783642051456	1	43.40
9789402410495	1	58.31
9781771884273	1	64.35
9781409453598	1	50.70
9780754645528	1	50.70
9780754645542	1	50.70
9780754645566	1	50.70
9780754645658	1	50.70
9780754645597	1	50.70
9780566086656	1	11.70
9781563270819	1	19.50
9781563272196	1	33.80
9780141011455	1	4.50
9780141043722	1	6.75
9780241958223	1	4.50
9780670921607	1	5.40
9780241257401	1	4.50
9780241184837	1	5.85
9780670923175	1	4.95
9780241364291	1	7.65
9780091906351	1	2.40
9781785042140	1	5.20
9780091929114	1	5.20
9780753555644	1	3.60
9780553817959	1	2.80
9780241196304	5	8.55
9780241228418	5	8.55
9780241362846	5	6.75
9780241289334	5	9.00
9780141182674	2	4.05
9780141190273	2	4.50
5060312810181	5	4.86
5060312813281	5	4.86
9780470633540	1	11.40
9781119117827	1	28.80
9781119410195	1	13.20
9781118456910	1	76.05
9781489999849	1	45.00
9781782947011	1	2.28
9781782941309	1	2.28
9781789081084	1	3.84
9780857077400	2	1.00
40ENFIL4BRO18	50	0.01
40ENFIL4FLB18	30	0.01
40HEADW5BRO18	150	0.01
40HEADW5POS18	100	0.01
9780194727235	600	0.01
9780194727242	600	0.01
9780194750226	600	0.01
